plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
8312-1902,1-211084,0.0293613,0.368,0.368,160.3,5.506560181394216,1,1,0,10.737,10.893,0.301,0.025772,31.719,0.1560000000000005,10.738,10.88,0.278,0.025841,31.864,0.1420000000000012,10.224835953109055,10.562377,162.83879,1.0966266,0.802172,3.66606,1168,3.35079798064943,0.27707289383135425,0.2760728938313548,0.789236940722299,0.45169589383135467,Mid
8482-12704,1-92866,0.0602584,0.125,0.125,205.6,10.037384475589445,1,1,0,11.466,11.511,0.095,0.053195,3.454,0.0449999999999999,11.464,11.507,0.093,0.053192,3.498,0.0429999999999992,11.0448845505156,11.382425,214.86685,0.9038807,0.828654,9.67124,1040,12.080090335829986,0.34581793155384644,0.34781793155384527,0.7669333810382449,0.42939293155384617,High
8452-12703,1-148068,0.0609631,0.801,0.801,127.1,10.774725489523018,1,1,0,11.348,11.348,0.0,0.032817,36.678,0.0,11.332,11.332,0.0,0.032914,36.811,0.0,10.773604354075644,11.111145,114.37297,0.8562996,0.805928,9.06528,1040,13.108189557160228,-0.04840157363956106,-0.03240157363956101,0.5259940722847956,0.18845342636043919,High
7990-3702,1-24390,0.0296945,0.752,0.752,94.8,3.1978729463009694,1,1,2,9.779,9.99,0.385,0.066491,86.749,0.2110000000000003,10.064,10.064,0.0,0.062482,86.749,0.0,9.434283005861571,9.771824,72.02338,0.93069625,0.406663,4.32821,4160,1.9672287068841545,0.2952107659977625,0.010210765997762333,0.6399277601361909,0.3023867659977619,Low
8318-3702,1-284284,0.027,0.724,0.724,56.8,4.0764598528071705,1,1,2,9.512,9.63,0.238,0.056574,69.692,0.1180000000000003,9.671,9.671,0.0,0.056547,78.079,0.0,9.194866629626585,9.532407,44.344467,0.8994291,0.450852,4.93348,4160,2.2876016271173008,0.20646819081017176,0.04746819081017286,0.5236015611835874,0.18606119081017308,Low
8612-12704,1-96151,0.0343116,0.815,0.815,144.6,5.326647653892253,3,1,0,10.534,10.647,0.23,0.012354,82.348,0.1129999999999995,10.514,10.644,0.258,0.012219,82.418,0.1300000000000007,10.405002955899104,10.742543,109.06706,0.98861057,0.337185,7.16849,1168,3.7652376120741486,0.18258851686910277,0.2025885168691042,0.31158556097,-0.02595448313089589,Mid
8604-12704,1-564490,0.0258843,0.746,0.746,95.7,10.001883464861548,1,1,0,10.495,10.643,0.289,0.017359,42.061,0.1480000000000014,10.621,10.626,0.011,0.0171,41.925,0.004999999999999,10.149240672839165,10.486781,66.448715,0.87261,0.701332,10.6203,1040,5.388137502439446,-0.053179240547070995,-0.17917924054707218,0.29258008661376356,-0.04496024054707236,Mid
8313-3703,1-248415,0.0180762,0.207,0.207,50.2,5.7650271660442325,1,1,0,9.453,9.453,0.0,0.029857,49.681,0.0,9.478,9.478,0.0,0.030401,21.891,0.0,9.596530022185476,9.934071,50.802242,0.92015904,0.981559,4.35628,1024,2.18952169021282,0.3645239252753386,0.33952392527533826,0.22099390308986186,-0.11654707472466137,Low
8315-3703,1-560826,0.0759358,0.244,0.244,192.5,6.922734075487352,1,1,0,11.227,11.393,0.317,0.015961,46.548,0.1660000000000003,11.208,11.359,0.293,0.015967,62.051,0.1509999999999998,11.025035371273884,11.362576,193.18803,0.9427279,0.834804,4.96607,1040,10.306909374042991,0.4234978007055566,0.4424978007055568,0.6254624294316734,0.28792180070555623,High
8318-3703,1-260010,0.0252258,0.539,0.539,103.2,5.914323739894736,1,1,0,10.294,10.416,0.246,0.021629,40.124,0.1219999999999998,10.338,10.398,0.128,0.021211,40.741,0.0600000000000005,10.073894231479196,10.411435,96.37396,1.0143483,0.833492,4.57955,1552,3.1075430392700936,0.23174547681289412,0.18774547681289536,0.4518512453336986,0.11431047681289358,Mid
8320-3703,1-592049,0.0279127,0.507,0.507,224.4,6.112177157035229,1,1,0,10.984,11.035,0.109,0.016682,80.899,0.0510000000000001,10.947,11.027,0.165,0.02238,86.749,0.08,10.482703546894308,10.820244,211.3579,1.2591949,0.641963,4.68775,1088,3.5420230199010194,0.28069726541668377,0.3176972654166845,0.7819937185223753,0.44445326541668306,High
8325-3703,1-235270,0.0262901,0.574,0.574,71.7,8.704544892850922,1,1,0,10.221,10.284,0.136,0.043507,86.839,0.0630000000000006,9.912,10.243,0.534,0.043565,86.843,0.3309999999999995,9.49189232955572,9.8294325,59.982647,0.88580835,0.184093,16.3519,1168,4.760419359599636,0.07810538227550355,0.3871053822755029,0.807213052719784,0.4696728822755044,Low
8550-3701,1-210989,0.0313577,0.741,0.741,115.7,3.7168758485980784,3,1,2,10.178,10.233,0.119,0.028709,70.918,0.0549999999999997,10.182,10.233,0.112,0.028703,70.992,0.0510000000000001,9.934120551676823,10.271661,104.43858,1.1450409,0.550853,3.94264,4608,2.409723539704766,0.3070980522850363,0.3030980522850367,0.5509775006082137,0.21343705228503726,Low
8452-3703,1-148086,0.133195,0.71,0.71,259.8,4.823671436240048,1,1,0,11.698,11.71,0.026,0.040113,49.415,0.0120000000000004,11.703,11.704,0.002,0.039537,49.548,0.0010000000000012,11.194794530985623,11.532335,245.68884,0.91381776,0.709354,4.71431,1040,11.792407172318459,0.21978224145550526,0.2147822414555063,0.7229877104698823,0.38544724145550596,High
8550-12701,1-210962,0.0290289,0.323,0.323,179.1,11.043270731649114,1,1,2,11.051,11.098,0.102,0.015186,63.065,0.0470000000000006,10.999,11.098,0.202,0.01888,64.732,0.0990000000000002,10.781293556714212,11.1188345,176.44925,0.9478286,0.676832,9.70513,4160,6.646537125630952,0.33024398392726556,0.38224398392726505,0.5999504272130534,0.2624094839272656,High
8465-3703,1-285031,0.0303405,0.811,0.811,123.5,3.914884083308452,1,1,2,10.163,10.334,0.326,0.017067,83.381,0.1709999999999993,10.177,10.337,0.308,0.017473,83.381,0.1600000000000001,10.04116758332709,10.378708,91.32288,1.1002219,0.403498,4.7122,4288,2.4587830299983437,0.21428832087610689,0.20028832087610748,0.33612073754901767,-0.0014196791238924855,Low
8482-3703,1-542327,0.0565856,0.732,0.732,227.3,5.917873627397077,3,1,0,11.223,11.286,0.133,0.027338,69.081,0.0629999999999988,11.205,11.286,0.167,0.026512,70.165,0.0809999999999995,10.85155430212281,11.189095,206.3139,1.0101758,0.578243,5.27346,1040,6.717318777525876,0.29866185165452086,0.31666185165452154,0.6701075495317111,0.3325668516545216,High
8483-3703,1-542312,0.0478982,0.314,0.314,224.7,6.793533787523031,1,1,0,11.242,11.331,0.185,0.025914,44.189,0.0889999999999986,11.229,11.305,0.159,0.026007,54.435,0.0760000000000005,10.72224551595602,11.059786,223.30235,0.9255146,0.907215,5.16307,1040,6.595278101167438,0.34042861566616606,0.3534286156661677,0.8601830997101467,0.5226426156661662,High
8484-3703,1-94009,0.031608,0.772,0.772,88.3,8.799204439880434,3,1,0,10.677,10.684,0.016,0.026834,49.063,0.0069999999999996,10.697,10.704,0.014,0.026743,49.094,0.0070000000000014,10.162110161062754,10.499651,55.488678,0.87388605,0.717062,8.75513,1168,5.74849479114102,-0.363628186267935,-0.3836281862679346,0.15126165266931005,-0.18627918626793558,Mid
8548-3703,1-92537,0.093673,0.229,0.229,266.1,5.770260665563683,1,1,0,11.508,11.591,0.173,0.040888,84.745,0.0830000000000001,11.451,11.586,0.266,0.041779,65.289,0.1349999999999998,11.110599810053484,11.44814,268.65335,0.98641783,0.920069,5.76375,1040,10.380692887841928,0.43201977903149535,0.48901977903149385,0.82941996897801,0.49187977903149394,High
8603-3703,1-211059,0.033678,0.612,0.612,160.5,4.9137568711609765,1,1,0,10.669,10.746,0.162,0.020735,81.163,0.0769999999999999,10.668,10.744,0.16,0.021183,84.05,0.0760000000000005,10.446875648144497,10.784416,152.91043,1.2711649,0.553541,4.60031,1040,3.4118433741515304,0.29827222072795784,0.2992722207279591,0.5203965725834616,0.1828562207279582,Mid
8263-1902,1-258747,0.0245533,0.375,0.375,77.6,3.976510442053744,3,1,0,10.0,10.118,0.237,0.038193,18.264,0.1180000000000003,9.987,10.134,0.287,0.037958,18.261,0.1470000000000002,9.734773435199502,10.072314,79.39493,1.0550121,0.967757,3.039,1168,2.0353227698473786,0.17362774705268974,0.18662774705268972,0.4388543118531879,0.10131374705268925,Low
8312-3701,1-211006,0.0261375,0.229,0.229,164.5,5.1473146447334,1,1,0,10.46,10.462,0.0,0.030802,86.055,0.0019999999999988,10.457,10.459,0.0,0.054653,86.055,0.0019999999999988,10.199760660735045,10.537301,169.81216,1.0915781,0.906749,4.46942,1040,2.7991873433111607,0.5123784537573247,0.5153784537573249,0.7726177930222808,0.43507745375732637,Mid
7990-1902,1-634828,0.0300503,0.478,0.478,154.0,4.676892668208346,1,1,0,10.591,10.628,0.079,0.037014,52.819,0.0370000000000008,10.575,10.619,0.096,0.03646,57.723,0.0440000000000004,10.299099615848371,10.636641,151.19199,1.598847,0.750973,3.35966,1552,2.9102954496596096,0.297403562389189,0.31340356238918904,0.5893039465408169,0.2517625623891893,Mid
8312-3702,1-135095,0.0332324,0.781,0.781,76.8,5.527535135145053,3,1,2,9.958,10.274,0.516,0.036051,56.86,0.3159999999999989,10.257,10.262,0.011,0.033285,57.04,0.0050000000000007,9.890663529978672,10.228204,55.302624,0.8832866,0.658268,5.08395,4160,3.7892712669581075,0.17145608868405654,-0.12754391131594292,0.23879255870538424,-0.0987479113159431,Low
8254-3704,1-611836,0.0359833,0.678,0.678,125.1,8.39528955730945,1,1,0,10.668,10.917,0.437,0.02297,57.296,0.2490000000000005,10.315,10.945,0.765,0.021638,57.296,0.6300000000000008,10.45008737281496,10.787628,100.27884,0.942954,0.699909,7.48611,1040,6.210973412426646,0.19298718870198478,0.5459871887019845,0.41089981588702473,0.0733591887019842,Mid
8550-12702,1-211082,0.0303604,0.874,0.874,187.3,8.941518104067937,3,1,0,11.0,11.06,0.128,0.017904,71.86,0.0600000000000005,11.073,11.077,0.009,0.01271,71.867,0.0039999999999995,10.594378184162588,10.931919,119.127205,0.92264223,0.453079,9.79192,1040,5.619360221097794,-0.032882306944358744,-0.10588230694435903,0.3727395088930532,0.03519869305564059,High
8312-3704,1-210754,0.0251772,0.264,0.264,132.0,11.409814887398422,1,1,0,10.65,10.65,0.0,0.033113,85.23,0.0,10.648,10.649,0.0,0.040326,85.23,0.0009999999999994,10.11217250239113,10.449713,137.13521,0.9962976,0.792946,5.21928,1040,5.983822876020986,0.4666855970826356,0.46868559708263635,1.0045130946915053,0.6669725970826369,Mid
8315-3704,1-323055,0.0328705,0.539,0.539,169.3,4.055537660177168,1,1,2,10.724,10.724,0.0,0.036054,42.259,0.0,10.722,10.735,0.027,0.034569,42.332,0.0129999999999999,10.243650592147413,10.581191,167.4771,1.2016119,0.873794,3.1694,4288,2.751102651690262,0.2288265752853569,0.2308265752853576,0.7091759831379446,0.37163557528535673,Mid
8318-3704,1-575704,0.0247632,0.62,0.62,101.3,4.118397527061337,3,1,0,10.107,10.107,0.0,0.03786,69.48,0.0,10.075,10.104,0.064,0.035588,68.963,0.0289999999999999,9.91895144829258,10.256492,95.711426,1.0857321,0.620028,4.06623,1168,2.1254248755018885,0.24778224832008292,0.2797822483200829,0.4358308000275024,0.09829024832008255,Low
8313-12704,1-569216,0.0340357,0.757,0.757,185.5,9.6542001803549,3,1,0,11.055,11.101,0.1,0.022758,63.325,0.0460000000000011,11.047,11.111,0.135,0.023289,63.49,0.064,10.59994635660822,10.937487,158.51598,0.9055586,0.613643,8.65505,1040,6.771624188029747,0.2412478631435559,0.24924786314355507,0.6963015065353362,0.3587608631435549,High
8320-3704,1-519742,0.0275673,0.624,0.624,60.6,5.331161300568619,1,1,2,8.731,10.29,0.972,0.051078,32.27,1.5589999999999993,9.026,10.239,0.939,0.05112,32.775,1.213000000000001,9.282436302934052,9.619977,47.42911,0.92832863,0.855752,4.59363,4160,3.052468689943395,1.1711500840125548,0.8761500840125548,0.619713781078503,0.2821730840125542,Low
8318-12703,1-284485,0.0392604,0.854,0.854,145.1,12.299523938911069,3,1,0,11.197,11.198,0.002,0.017623,56.3,0.0010000000000012,11.25,11.258,0.017,0.016063,56.247,0.0079999999999991,10.61862015131213,10.956161,88.95904,0.87041575,0.668818,11.5497,1040,9.889050675276836,-0.2380563069089473,-0.29105630690894807,0.34032354177892116,0.002782693091052121,High
8330-3704,1-402436,0.0201337,0.717,0.717,89.3,4.121187013921589,1,1,0,9.895,9.91,0.034,0.039536,62.874,0.0150000000000005,9.576,9.882,0.506,0.048643,63.152,0.3059999999999991,9.580440256051238,9.917981,75.504486,1.0629338,0.595975,3.98177,1040,1.7389970271955382,0.16665326598487903,0.48565326598487807,0.48121300993364036,0.14367226598487942,Low
8452-3704,1-173030,0.0250599,0.816,0.816,90.3,5.9196820664115375,1,1,0,8.575,10.27,0.98,0.024015,62.716,1.6950000000000005,9.976,10.288,0.513,0.024831,62.716,0.3119999999999994,9.70434444695924,10.041885,57.122406,0.93224317,0.592679,5.64002,1168,3.090524464835917,1.4940540847292796,0.0930540847292781,0.36470963777003884,0.027169084729278307,Low
8484-1901,1-94029,0.0317255,0.552,0.552,143.7,3.081423889790889,3,1,2,10.37,10.399,0.063,0.035262,48.952,0.0289999999999999,10.364,10.401,0.079,0.034696,48.878,0.036999999999999,10.066936862786148,10.404477,141.90753,1.158464,0.891706,2.67146,4224,2.0202821810376714,0.30483183073519443,0.3108318307351929,0.6078949679490453,0.27035483073519373,Mid
8465-3704,1-284523,0.028305,0.609,0.609,180.5,5.198553584318602,3,1,0,10.83,10.851,0.046,0.030753,41.098,0.0210000000000007,10.788,10.846,0.123,0.03031,42.093,0.0579999999999998,10.277414368327651,10.614955,176.36038,1.2563183,0.829073,3.84962,1040,3.0534661819241555,0.21300408179441296,0.2550040817944128,0.7655897134667617,0.42804908179441303,Mid
8482-3704,1-93612,0.0323949,0.779,0.779,162.0,6.820112595842872,3,1,0,10.892,10.892,0.0,0.028222,56.659,0.0,10.891,10.894,0.005,0.027867,56.409,0.0030000000000001,10.578660981441235,10.916202,128.09752,0.99062604,0.677172,6.05713,1040,4.562148627364511,0.047659788869754076,0.04865978886975349,0.3609988074285184,0.023457788869753263,High
8483-3704,1-93503,0.0328625,0.759,0.759,78.7,4.252815031905145,1,1,2,9.923,10.052,0.257,0.051478,76.956,0.1289999999999995,10.084,10.084,0.0,0.04985,77.215,0.0,9.587842243507229,9.925383,60.458023,0.9304775,0.488664,4.74634,4160,2.88425285373981,0.16535012950563283,0.004350129505633179,0.500507885998404,0.1629671295056328,Low
8484-3704,1-94063,0.0303942,0.651,0.651,126.6,8.522976110451687,1,1,0,10.782,10.782,0.0,0.037374,79.03,0.0,10.768,10.771,0.006,0.030244,79.06,0.0030000000000001,10.33393470046942,10.671475,100.71154,0.9460644,0.258703,12.9041,1168,5.3620687151720965,0.018899764529082826,0.03289976452908206,0.4669650640596623,0.12942476452908358,Mid
8550-3704,1-211311,0.0298414,0.479,0.479,84.6,6.550035183742434,1,1,0,10.0,10.634,0.768,0.029437,18.274,0.6340000000000003,9.863,10.691,0.851,0.027756,18.29,0.8280000000000012,10.170229435551429,10.50777,85.06832,1.0298347,0.898815,4.95916,1168,4.048585750453045,0.5322479699186318,0.6692479699186323,0.36201853436720316,0.024477969918631184,Low
8601-3704,1-135506,0.0295479,0.882,0.882,53.4,4.625984050489016,1,1,2,8.856,10.044,0.935,0.041492,45.218,1.1880000000000006,9.134,10.034,0.874,0.040984,45.218,0.9000000000000004,9.40794977323923,9.74549,33.571148,0.9093453,0.740217,4.28946,4160,2.832209329240016,0.7134666498468883,0.435466649846888,0.1615168766076588,-0.176023350153112,Low
8603-3704,1-210701,0.0294841,0.692,0.692,194.4,4.330854953489657,1,1,0,10.79,10.817,0.059,0.028415,80.235,0.027000000000001,10.77,10.812,0.091,0.027336,81.607,0.0419999999999998,10.288376677442573,10.625917,184.01823,1.2824718,0.538963,4.16342,1168,2.6459985966667254,0.22772022321060392,0.24772022321060344,0.7293435457680303,0.3918032232106037,Mid
8604-3704,1-210710,0.0276646,0.158,0.158,85.4,10.575537663318268,1,1,2,10.261,10.261,0.0,0.047369,23.056,0.0,10.258,10.267,0.021,0.047775,22.679,0.0090000000000003,9.756528091633015,10.094069,92.83507,0.9656898,0.854854,4.88197,4288,6.07590343123121,0.5234439166614514,0.5264439166614516,1.0279158250284353,0.6903749166614513,Mid
8554-1902,1-419351,0.0228634,0.569,0.569,106.2,3.821474307604593,1,1,0,10.096,10.115,0.041,0.039434,41.795,0.0190000000000001,10.021,10.126,0.215,0.039402,41.389,0.1049999999999986,9.759826427630507,10.097367,103.796585,1.1132948,0.837744,3.17182,1168,1.8250878321079267,0.2630588153442663,0.33805881534426563,0.5992323877137591,0.26169181534426617,Low
8254-12701,1-275354,0.025779,0.783,0.783,80.1,8.25780295089652,1,1,0,10.109,10.284,0.331,0.025397,56.438,0.1750000000000007,9.994,10.286,0.489,0.026264,56.484,0.2919999999999998,9.971219702339344,10.308761,56.36685,0.88831985,0.667411,7.77325,1168,4.431048058548472,0.10496290674487047,0.21996290674487073,0.24274320440552685,-0.0947980932551301,Low
7957-6101,1-561020,0.0311029,0.083,0.083,174.1,10.969270015742026,1,1,0,11.034,11.102,0.145,0.020317,51.527,0.0679999999999996,11.022,11.082,0.128,0.020815,84.023,0.0600000000000005,10.587984697478168,10.925526,176.87726,0.9805714,0.900378,6.24849,1040,7.0559777767925125,0.37531012379177636,0.38731012379177676,0.8213254263136089,0.48378412379177727,High
8313-12703,1-248348,0.0355431,0.693,0.693,71.5,11.702898000553226,1,1,2,10.404,10.449,0.099,0.0299,41.189,0.0449999999999999,10.483,10.504,0.046,0.026491,41.266,0.020999999999999,10.247241465092776,10.584782,67.43839,0.88059056,0.76521,10.3183,4608,8.556613078224588,0.2515251966948603,0.1725251966948597,0.40828373160208464,0.07074319669485958,Mid
7990-6101,1-23866,0.0271715,0.825,0.825,74.7,5.363676351457543,1,1,0,8.582,10.168,0.974,0.038365,57.636,1.5859999999999983,9.63,10.164,0.707,0.036124,57.814,0.5339999999999989,9.550761412803986,9.888302,46.609657,0.937182,0.609206,5.77191,64,3.0284433265057498,1.3015801802932288,0.2535801802932286,0.3328187674892432,-0.004721819706770146,Low
8318-12704,1-284317,0.0245562,0.662,0.662,70.8,10.441788767972993,1,1,0,10.288,10.506,0.394,0.0546,41.279,0.2179999999999999,10.014,10.537,0.7,0.054433,41.432,0.5230000000000015,9.55712446919462,9.894665,54.43407,0.856384,0.774023,8.60061,1168,5.345099959267806,-0.022893638159552407,0.2511063618404485,0.7079818926458269,0.370441361840448,Mid
8335-1902,1-252147,0.0180881,0.242,0.242,84.4,2.27080747987186,1,1,0,9.615,9.615,0.0,0.048345,63.152,0.0,9.615,9.615,0.0,0.048432,65.936,0.0,9.398951604341192,9.736492,83.2416,1.4886309,0.667122,1.86418,1552,0.8629939005818827,0.22709748031039909,0.22709748031039909,0.44314587596920674,0.10560548031039912,Low
8486-12704,1-209407,0.0195055,0.649,0.649,62.3,6.6684358769112295,1,1,0,9.39,9.81,0.62,0.058529,72.952,0.4199999999999999,9.485,9.821,0.539,0.058253,73.234,0.3360000000000003,9.079926145718783,9.417467,44.265408,0.86284,0.365041,9.98686,1168,2.7281357061737794,0.4034038282997575,0.30840382829975865,0.7134776825809749,0.3759368282997577,Low
8606-12703,1-564477,0.116163,0.125,0.125,218.6,5.08730142081682,1,1,2,11.441,11.457,0.036,0.020961,80.043,0.016,11.441,11.458,0.037,0.021457,80.043,0.0169999999999994,11.264068963884288,11.601609,225.8234,0.9428294,0.64757,15.3062,4096,11.058995745622225,0.37566249024797804,0.37566249024797804,0.5525935263636909,0.215053490247979,High
8318-3701,1-259893,0.0333305,0.703,0.703,161.2,5.034266414924533,1,1,0,10.647,10.674,0.06,0.03022,74.911,0.0269999999999992,10.604,10.675,0.149,0.026612,74.911,0.0710000000000015,10.375736752135849,10.713278,149.64409,1.1029406,0.580813,4.6206,1040,3.4609005789926286,0.30771717830190076,0.35071717830190186,0.5789804261660525,0.24143917830190023,Mid
8588-12704,1-135641,0.030363,0.859,0.859,145.5,8.341861288248271,3,1,0,10.649,10.715,0.142,0.022299,78.176,0.0660000000000007,10.669,10.725,0.121,0.021922,78.466,0.0559999999999991,10.354052707518637,10.691593,96.59373,0.9135229,0.377239,10.5516,1040,5.242934144680432,0.10588119185521229,0.08588119185521091,0.4008284843365746,0.0632881918552122,Mid
8604-12705,1-569166,0.0271759,0.342,0.342,126.6,13.746589727453884,1,1,0,10.742,10.743,0.0,0.023518,53.985,0.0009999999999994,10.739,10.739,0.0,0.029868,84.023,0.0,10.489167878372635,10.826709,135.27628,0.8907131,0.932818,9.94279,1024,7.7628262434659865,0.47587208487032717,0.4788720848703273,0.7287042064976927,0.39116308487032875,Mid
8313-6101,1-248389,0.0348484,0.458,0.458,129.6,6.98661605449602,1,1,2,10.729,10.729,0.0,0.032816,30.145,0.0,10.734,10.735,0.0,0.032774,29.516,0.0009999999999994,10.308406459574444,10.645947,127.13921,0.96794254,0.9306,5.11986,4672,5.012637160058704,0.24503420195498474,0.24003420195498387,0.6656277423805399,0.3280872019549844,Mid
8318-6101,1-284291,0.0523298,0.696,0.696,106.2,8.847222841420383,1,1,2,10.375,11.06,0.794,0.023099,45.218,0.6850000000000005,9.694,11.096,0.96,0.020272,45.218,1.4019999999999992,10.461223816939242,10.798764,84.53632,0.92591953,0.839689,7.24656,4608,9.334233970833711,0.514574274955416,1.1955742749554152,0.4283504580161741,0.09081027495541588,Mid
8320-6101,1-523004,0.0265678,0.768,0.768,107.5,7.009137310316881,3,1,0,10.558,10.587,0.065,0.028207,45.218,0.0289999999999999,10.534,10.599,0.138,0.028187,45.218,0.0649999999999995,9.961074469469075,10.298615,85.95232,0.9480146,0.831196,5.73956,1168,3.8724066888699955,-0.03609491578128271,-0.012094915781283619,0.560830614749642,0.22329008421871724,Mid
8335-6101,1-251788,0.0175421,0.164,0.164,106.5,7.709286979394293,1,1,2,10.19,10.192,0.006,0.030722,82.799,0.0020000000000006,10.19,10.191,0.0,0.031616,82.672,0.0010000000000012,9.8130389498081,10.150579,107.76829,0.9769315,0.874681,5.5881,4160,2.8432770834738257,0.39421008382061024,0.39421008382061024,0.7711711340125103,0.4336310838206093,Low
8447-6101,1-260446,0.0752861,0.763,0.763,223.4,6.044027016159149,1,1,2,11.292,11.452,0.307,0.027974,68.922,0.1600000000000001,11.371,11.445,0.157,0.024786,69.132,0.0739999999999998,10.914445238708382,11.251986,176.66025,1.042339,0.563457,6.07227,4112,8.928459651253293,0.21846313725960834,0.1394631372596077,0.5960178985512266,0.2584771372596077,High
8549-12704,1-134599,0.019658,0.758,0.758,75.7,6.044781707109525,1,1,0,8.05,9.774,0.981,0.028789,78.075,1.7239999999999984,9.38,9.808,0.627,0.029657,84.97,0.427999999999999,9.47273305235126,9.810274,50.22684,0.916945,0.347987,8.57387,1040,2.4918635211347024,1.813804879094156,0.48380487909415604,0.39107182674289775,0.053530879094157206,Low
8452-6101,1-167610,0.024362,0.718,0.718,77.5,6.147186775005036,1,1,0,8.432,9.994,0.973,0.03678,74.866,1.5619999999999994,10.074,10.075,0.001,0.036148,76.335,0.0009999999999994,9.315569434640894,9.6531105,53.751038,0.9142361,0.453433,6.79878,1168,3.122564528013917,1.5886940482846068,-0.05330595171539276,0.7051246136437131,0.3675835482846067,Low
8483-6101,1-93557,0.0197953,0.719,0.719,123.7,5.58655384328681,3,1,2,10.402,10.403,0.002,0.024708,69.151,0.0010000000000012,10.388,10.396,0.017,0.024758,69.157,0.0080000000000008,10.054137904817807,10.391679,100.73535,1.0958878,0.611406,5.36011,4160,2.318663974003438,0.03501052922229881,0.04901052922229812,0.3828726244044907,0.045331529222298134,Mid
8484-6101,1-93835,0.0310484,0.791,0.791,103.2,6.518161420633585,1,1,2,10.087,10.364,0.47,0.027147,75.302,0.277000000000001,10.028,10.356,0.529,0.027826,77.695,0.3279999999999994,10.184665883331965,10.522206,74.6269,0.9317968,0.360762,8.60775,4288,4.185732929329021,0.3459712330901036,0.4049712330901029,0.2483053497581385,-0.08923476690989723,Low
8549-6101,1-209712,0.0597674,0.07,0.07,215.3,7.354772274829469,1,1,0,11.303,11.327,0.052,0.033933,59.373,0.0239999999999991,11.29,11.31,0.042,0.043969,85.581,0.0200000000000013,10.860977894660593,11.198519,222.81256,0.9795966,0.789766,5.55665,1040,8.784526104841955,0.4020065902616907,0.4150065902616924,0.8440286956010987,0.5064875902616924,High
