plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
9871-12702,1-593698,0.0290635,0.744,0.744,164.2,17.26945280427778,1,1,2,11.287,11.364,0.162,0.014333,49.083,0.0769999999999999,11.279,11.368,0.186,0.015408,49.099,0.0890000000000004,10.831722639299182,11.169263,122.7693,0.8364769,0.629325,16.1216,4160,10.405799520365653,-0.0261360707783669,-0.0181360707783661,0.4291412899224521,0.0916009292216329,High,0.502,0.654,0.4654524326324463,0.10588584840297699,1.77479,1.0172754544604934,fast
8984-3704,1-458127,0.0355294,0.769,0.769,159.0,3.699683521590324,1,1,2,10.446,10.563,0.235,0.020175,74.911,0.1170000000000008,10.386,10.55,0.314,0.018093,74.952,0.1640000000000014,10.198596611360443,10.536138,137.5147,1.2172737,0.484329,3.96029,4672,2.7040379590755688,0.3281199508700551,0.3881199508700556,0.5755233395096114,0.2379819508700554,Mid,0.653,0.002,0.7155309915542603,0.08032156527042389,3.42583,0.43201278390471176,fast
9868-12704,1-593328,0.0368922,0.184,0.184,251.5,10.3630342473036,1,1,0,11.353,11.439,0.178,0.015501,57.145,0.0860000000000003,11.331,11.441,0.222,0.015934,60.255,0.1100000000000012,10.878553389849976,11.216094,250.95056,0.91106594,0.706115,8.91729,1040,7.851804142059525,0.4065547117286968,0.4285547117286968,0.88100132187872,0.5434607117286966,High,0.354,0.0,0.7753629684448242,0.16716115176677704,6.0,0.894969457881145,slow
9027-1902,1-323766,0.0215815,0.106,0.106,81.8,2.8270807200947683,1,1,0,9.824,9.824,0.0,0.039537,41.17,0.0,9.823,9.823,0.0,0.03948,41.258,0.0,9.563124960338044,9.900665,82.48281,1.1857845,0.821896,2.25332,1168,1.2764628727512364,0.1801439988446596,0.1811439988446591,0.4410190385066156,0.1034789988446594,Low,0.22,0.0,0.7758570909500122,-0.16621221601963043,3.61931,0.10600818741777951,slow
9037-12704,1-593929,0.0188798,0.037,0.037,227.0,11.881240641916191,1,1,0,11.148,11.361,0.387,0.004897,2.859,0.2130000000000009,11.149,11.365,0.391,0.004904,2.849,0.216000000000001,10.750238323206403,11.087779,230.39627,1.0151298,0.989282,8.12582,0,4.708416598976464,0.3152346852246157,0.3142346852246164,0.7129963620182121,0.3754556852246162,High,0.013,0.0,0.8443439602851868,0.16467206180095673,5.49198,0.6728748820881871,slow
8154-1902,1-37478,0.0282449,0.269,0.269,148.1,3.984639199432056,3,1,0,10.483,10.555,0.151,0.027964,47.603,0.0719999999999991,10.481,10.556,0.157,0.027955,47.558,0.0749999999999992,10.143439513734164,10.48098,150.13335,1.6729362,0.813834,2.78934,1168,2.3356515722376767,0.3037713223138459,0.3057713223138466,0.6433318085796831,0.3057913223138458,Mid,0.268,0.0,0.8086016774177551,0.15766358375549316,4.57653,0.36840805610269833,slow
8445-12701,1-591917,0.025054,0.787,0.787,127.5,13.802319145966925,1,1,2,10.763,10.825,0.133,0.016655,52.692,0.0619999999999993,10.845,10.873,0.06,0.011103,52.692,0.0279999999999986,10.48963791084494,10.827179,92.122826,0.92773676,0.787008,12.3828,4096,7.204215828116767,0.0887301349376118,0.0067301349376111,0.3620922240926726,0.0245511349376124,Mid,0.345,0.0,0.25150179862976074,0.03020240180194378,3.85275,0.8575867151908166,fast
9491-3704,1-383107,0.039008,0.602,0.602,215.9,5.503639962454688,1,1,0,11.14,11.181,0.09,0.028957,47.01,0.0409999999999985,11.131,11.174,0.092,0.029342,48.716,0.0429999999999992,10.538519694962584,10.8760605,200.43585,1.0836097,0.790417,4.3142,1040,4.39791631259374,0.1726066808048238,0.181606680804824,0.7740869858422399,0.4365461808048248,High,0.254,0.511,0.921171247959137,0.19042374193668365,2.7006,0.6432469609673492,fast
9868-3704,1-321221,0.0358624,0.058,0.058,172.8,8.18615037201456,2,1,0,10.93,10.981,0.111,0.024925,49.392,0.0510000000000001,10.918,10.975,0.121,0.027018,84.021,0.0570000000000003,10.641123955794686,10.978664,180.83012,1.150089,0.940938,4.43243,1040,6.036779013142324,0.4307557345738643,0.4427557345738648,0.7196317787791776,0.3820917345738638,High,0.066,0.194,0.7473657131195068,0.08872652798891068,6.0,0.7808052780351067,slow
9024-1902,1-314332,0.0300243,0.239,0.239,77.8,4.060876171601289,1,1,2,9.971,9.971,0.0,0.037792,42.931,0.0,9.911,9.911,0.0,0.036982,84.745,0.0,9.525309192439034,9.86285,80.06561,1.174512,0.795033,3.36728,4672,2.524859110016495,0.3035380981078393,0.3635380981078397,0.7492289056688057,0.4116880981078394,Low,0.305,0.393,0.3270062804222107,-0.3100128173828125,2.82634,0.40223714900932084,slow
9088-12702,1-265589,0.0411658,0.546,0.546,112.5,14.35531731782418,1,1,0,11.813,11.813,0.0,0.01806,2.566,0.0,11.813,11.813,0.0,0.018071,2.566,0.0,10.89633052043383,11.233871,111.545395,0.8813545,0.83649,11.183,1040,12.074455659154903,-0.5708202320024511,-0.5708202320024511,0.3458492475637193,0.0083087679975488,High,0.218,0.0,0.5214486122131348,0.1286621391773224,2.16191,1.0818675609925759,fast
8624-3704,1-25566,0.0277493,0.669,0.669,109.4,5.180954594450896,1,1,0,10.247,10.286,0.087,0.042096,63.135,0.0389999999999997,10.198,10.286,0.183,0.041297,63.043,0.0879999999999991,10.153299500665334,10.49084,96.98025,1.0245491,0.719274,4.78976,1168,2.985391588090748,0.266776818965138,0.3157768189651376,0.3604773182998042,0.0229368189651374,Low,0.552,0.336,0.7299252152442932,0.14297811686992645,4.36339,0.4750013047762699,fast
9027-3704,1-633947,0.0562009,0.175,0.175,256.3,6.011580966038919,1,1,0,11.407,11.409,0.0,0.037191,64.356,0.0020000000000006,11.404,11.406,0.0,0.051366,86.357,0.0020000000000006,10.848427451531798,11.185968,262.88184,1.0177448,0.811931,4.44602,1040,6.780391696430929,0.3291848706431117,0.3321848706431118,0.887757419111314,0.5502168706431109,High,0.274,0.255,0.8680498600006104,0.20908771455287933,3.4659,0.8312547833486048,slow
9095-3701,1-376285,0.0313123,0.634,0.634,105.6,5.098311504945889,1,1,0,10.533,10.534,0.0,0.030771,31.805,0.0010000000000012,10.435,10.56,0.25,0.032968,31.862,0.125,10.17768652924894,10.515227,98.13087,1.0518405,0.84755,4.06981,1168,3.3007308242329683,0.0346303228281091,0.132630322828108,0.3899437935791692,0.0524033228281091,Mid,0.233,0.0,0.4819873571395874,-0.11300511658191681,2.15279,0.5186101089056415,fast
9881-12703,1-626840,0.0273425,0.813,0.813,176.0,10.738251079929816,3,1,0,10.933,11.064,0.258,0.018727,49.532,0.1310000000000002,10.919,11.067,0.289,0.017861,49.443,0.1479999999999997,10.400247787194496,10.737788,155.57784,0.9003374,0.758608,9.18584,1024,6.099933911124255,0.3016295204126122,0.3156295204126116,0.8343817332181156,0.496841520412612,High,0.348,0.0,0.7533814311027527,0.11222917586565018,6.0,0.7853251297337941,fast
8444-3701,1-419257,0.0231736,0.272,0.272,123.1,5.135192392253015,1,1,0,10.251,10.375,0.248,0.028143,68.769,0.1240000000000005,10.397,10.397,0.0,0.026025,69.268,0.0,9.994122622623689,10.331663,118.003716,1.0191565,0.536161,5.27503,1040,2.484841318568436,0.3534989429154781,0.2074989429154773,0.610376320291789,0.2728359429154768,Mid,0.525,0.0,0.5064219236373901,-0.0351807065308094,1.82791,0.39529866000275393,slow
9028-12702,1-633759,0.0300649,0.819,0.819,119.1,10.82080574759731,1,1,0,10.748,11.061,0.513,0.016077,41.103,0.3130000000000006,10.792,11.047,0.444,0.01589,41.103,0.2550000000000008,10.231051406207431,10.568592,89.00664,0.8708267,0.744721,8.94615,1552,6.73662800761464,0.0446962955497718,0.0006962955497714,0.5616448893423401,0.2241042955497705,Mid,0.351,0.0,0.39675113558769226,0.12266506254673004,2.16921,0.8284425665451005,fast
9045-1901,1-314736,0.0305246,0.708,0.708,87.4,2.161594066732752,1,1,2,9.721,9.925,0.375,0.03325,40.43,0.2040000000000006,9.678,9.89,0.387,0.033353,43.283,0.2119999999999997,9.582655282453745,9.920196,86.024765,1.0945437,0.93034,1.61958,4608,1.3655452174032787,0.348961990882604,0.3919619908826033,0.4873067084288593,0.1497659908826033,Low,0.24,0.0,0.6531969308853149,0.021042270585894585,6.0,0.13530608554026663,fast
9038-3704,1-199743,0.0352608,0.744,0.744,192.3,5.542392072743221,3,1,0,10.955,10.98,0.056,0.028771,57.833,0.0250000000000003,10.935,10.981,0.101,0.028942,58.551,0.0459999999999993,10.497599935719013,10.83514,166.00345,1.0825194,0.648957,4.99024,1040,4.021519881132501,0.1550333634913194,0.175033363491319,0.6124334277723068,0.2748933634913186,High,0.405,0.346,0.7841730117797852,0.044267281889915466,4.31357,0.6043902200595223,fast
8139-12701,1-121151,0.0155876,0.531,0.531,75.7,7.396635315311924,1,1,0,8.182,9.8,0.976,0.043626,86.698,1.6180000000000003,9.914,9.914,0.0,0.042881,86.698,0.0,8.940808738480825,9.278349,56.847965,0.9351076,0.346243,9.73124,1168,2.429808217637872,1.7784107575765304,0.0464107575765311,1.0196020190957056,0.6820617575765305,Low,0.687,0.0,0.2996077537536621,-0.12136886268854141,0.937334,0.38557199651662016,fast
8331-3701,1-575738,0.0619815,0.105,0.105,226.8,10.557786901084228,3,1,0,11.529,11.565,0.079,0.031197,22.702,0.0359999999999995,11.527,11.571,0.096,0.031142,21.993,0.0440000000000004,11.122399390371012,11.45994,229.64293,0.90787745,0.975558,8.18637,1088,13.043097735392918,0.3738958228498019,0.3758958228498026,0.7804964324787902,0.4429558228498021,High,0.028,0.0,0.6747775077819824,0.1650724709033966,6.0,1.1153807485751226,slow
8309-3704,1-197017,0.0409503,0.441,0.441,238.5,5.659131197548619,1,1,0,11.15,11.195,0.094,0.019882,86.222,0.0449999999999999,11.15,11.195,0.097,0.042198,86.222,0.0449999999999999,10.715463480851884,11.053004,234.05362,1.2241302,0.670307,4.70106,1040,4.73627971238952,0.3294769834150847,0.3294769834150847,0.7640135025632008,0.4264729834150856,High,0.441,0.172,0.8310574293136597,0.15118221938610077,5.63768,0.6754373427773938,fast
9028-3704,1-594318,0.050068,0.037,0.037,339.6,13.90722727353187,1,1,0,12.182,12.599,0.617,0.014988,2.593,0.4169999999999998,11.962,12.205,0.426,0.015169,2.795,0.2430000000000003,11.30234175343688,11.639882,339.3658,0.9718945,0.91422,9.82329,0,14.076484626422156,0.093239273155596,0.3132392731555967,0.9728975197187172,0.6353572731555964,High,0.108,0.0,-9999.0,-9999.0,4.99184,1.1484942103482803,slow
9033-1902,1-321823,0.132655,0.614,0.614,199.2,3.5436724317725794,1,1,2,11.323,11.324,0.0,0.057159,45.623,0.0009999999999994,11.306,11.326,0.044,0.058528,45.479,0.0200000000000013,11.0189292334062,11.35647,187.7158,1.0094713,0.793284,3.74236,4672,8.63335868068125,0.2255903572548669,0.2425903572548681,0.5296611238486681,0.1921203572548675,High,0.284,0.0,0.27525267004966736,0.059593938291072845,6.0,0.9361797844423427,fast
8996-12705,1-149686,0.0476402,0.859,0.859,162.6,7.955895452229563,3,1,0,11.112,11.115,0.008,0.023448,56.282,0.0030000000000001,11.093,11.117,0.055,0.023032,56.167,0.0240000000000009,10.705443748291025,11.042984,100.46337,0.9021297,0.547475,8.74798,1040,7.684483270042189,-0.156960930459335,-0.1379609304593349,0.2495953212496405,-0.0879449304593355,High,0.455,0.101,0.24133913218975067,0.03453344479203224,1.45314,0.8856146694266194,fast
8992-3704,1-149871,0.0260956,0.238,0.238,164.5,6.333518306775852,1,1,0,10.972,11.044,0.152,0.025093,25.856,0.0720000000000009,10.896,11.023,0.253,0.025655,26.24,0.1269999999999989,10.365884658981894,10.703425,166.60912,1.1032588,0.91233,4.61607,1088,3.43891601447154,0.0732280261583334,0.1492280261583321,0.6793433671764387,0.3418030261583336,High,0.115,0.64,0.8155289888381958,0.13675375282764435,3.89918,0.5364215695710808,slow
8445-3704,1-409240,0.0251545,0.641,0.641,124.1,4.39634498731813,1,1,0,10.3,10.372,0.152,0.024026,77.899,0.0719999999999991,10.281,10.368,0.182,0.023762,77.913,0.0869999999999997,9.925918751439012,10.263459,113.57633,1.0786374,0.496101,4.57222,1168,2.3036267264092305,0.2383966864324578,0.2573966864324579,0.6124779349934468,0.2749376864324592,Mid,0.487,0.0,0.7904221415519714,0.04829515889286995,3.71333,0.3624121085211425,fast
9486-3704,1-72128,0.0129214,0.832,0.832,52.2,4.5953567735362375,1,1,2,9.001,9.439,0.635,0.034945,56.733,0.4380000000000006,9.012,9.439,0.626,0.034946,56.784,0.4269999999999996,9.197451484852584,9.534992,35.476547,0.942752,0.638744,4.53077,4624,1.2554563958718985,0.2630932340797977,0.2520932340797966,0.0666417492272131,-0.2708987659202037,Low,0.457,0.0,0.6456460952758789,-0.03296509012579918,1.12212,0.09880163352757407,fast
8154-3704,1-37477,0.0293669,0.658,0.658,131.9,3.661591998347286,1,1,0,10.289,10.383,0.193,0.01514,77.694,0.0939999999999994,10.264,10.377,0.229,0.015292,79.025,0.1130000000000013,10.168559352820914,10.5061,120.795425,1.3760993,0.531792,3.86227,1168,2.2285259149491656,0.2885275765864147,0.3135275765864153,0.4089682237655006,0.0714275765864145,Mid,0.521,0.0,0.8230264186859131,0.11144866049289703,3.08657,0.348017688749313,fast
8937-3704,1-201334,0.0275678,0.266,0.266,123.4,6.00072968070448,1,1,0,10.477,10.478,0.0,0.037512,49.044,0.0009999999999994,10.451,10.452,0.001,0.037745,85.229,0.0009999999999994,9.975296213934234,10.312837,125.9461,1.0335553,0.810609,3.87275,1168,3.4359044064964777,0.3248194356373697,0.3508194356373695,0.826523221703136,0.48898243563737,Mid,0.242,0.217,0.8178060054779053,0.12198324501514435,6.0,0.5360410724151407,slow
8941-3704,1-218326,0.0262989,0.691,0.691,78.5,3.7057818865453753,1,1,0,9.81,9.888,0.164,0.041068,80.088,0.0779999999999994,9.912,9.912,0.001,0.045229,86.636,0.0,9.72106169776319,10.058602,68.82662,0.9945423,0.512879,3.97534,1168,2.0273079002872803,0.2378415130389104,0.1358415130389101,0.3267798152757208,-0.0107604869610895,Low,0.574,0.107,0.6993182301521301,-0.12252259254455566,2.55409,0.3069197127979993,fast
9500-12702,1-605504,0.0276496,0.776,0.776,118.6,9.976101053216484,3,1,0,10.661,10.808,0.287,0.018056,56.158,0.1470000000000002,10.656,10.809,0.297,0.018061,56.158,0.1529999999999987,10.251144035859555,10.588685,90.31041,0.88421714,0.654718,8.81365,1040,5.7285088610242925,0.0739261326176965,0.0789261326176954,0.4837820967581407,0.1462411326176961,Mid,0.412,0.0,0.36080995202064514,0.0009263269603252411,2.24266,0.7580415892088678,fast
9043-3704,1-374514,0.084046,0.117,0.117,229.7,7.341508641165882,2,1,0,11.637,11.668,0.068,0.040198,20.676,0.0309999999999988,11.463,11.585,0.244,0.040321,36.659,0.1220000000000016,11.029675914946282,11.367216,233.57158,0.9969739,0.952307,5.72858,1040,11.983528322717236,0.243833619283285,0.4178336192832863,0.851157704337004,0.5136176192832846,High,0.075,0.423,0.6886708736419678,0.15163686871528625,6.0,1.0785847066577507,slow
9095-6101,1-318435,0.031734,0.864,0.864,61.3,3.778275263593682,1,1,2,9.705,9.705,0.001,0.105419,72.271,0.0,9.472,9.668,0.364,0.103891,72.013,0.1959999999999997,9.473559954600812,9.811101,46.34125,0.9127873,0.887366,5.38244,4224,2.477798973892021,0.0864104726747694,0.3194104726747699,0.3178505180739571,-0.0196905273252312,Low,0.703,0.197,0.9957419037818909,0.08465499430894852,6.0,0.39406606875882344,fast
9493-6101,1-413061,0.109091,0.818,0.818,187.4,5.945844130892579,1,1,2,11.346,11.585,0.424,0.032794,41.655,0.2390000000000007,11.14,11.597,0.651,0.032782,41.668,0.4569999999999989,10.948484364182224,11.286025,132.26834,0.9520903,0.756379,5.36751,4288,12.237304752483366,0.0500064973474678,0.2560064973474673,0.4475221331652435,0.1099814973474675,High,0.295,0.0,0.207844540476799,-0.014716035686433315,1.45455,1.0876857756511917,fast
7958-12701,1-177285,0.0357749,0.539,0.539,80.2,5.996815530284756,1,1,0,10.104,10.177,0.155,0.081305,63.761,0.0730000000000004,9.866,10.169,0.502,0.080675,64.189,0.3030000000000008,9.017133549540022,9.354674,62.45657,0.9395463,0.465589,6.13647,32,4.411955037237608,0.1971962531724579,0.4351962531724576,1.2840627036324357,0.946522253172458,Low,0.581,0.0,0.07345600426197052,-0.2026871293783188,1.06999,0.6446310778436065,fast
7964-6101,1-179386,0.0486859,0.223,0.223,86.5,7.179356293187067,1,1,0,10.626,10.627,0.001,0.026332,17.122,0.0010000000000012,10.616,10.642,0.06,0.024701,17.044,0.0259999999999998,10.54595127505056,10.8834915,89.45239,1.0587032,0.982276,5.47478,64,7.077801594779209,0.1924911970353419,0.2024911970353417,0.2725399219847808,-0.0650003029646584,Mid,0.031,0.006,0.24020451307296753,-0.01565784215927124,2.17106,0.8498983843116306,slow
9486-12701,1-122088,0.041528,0.709,0.709,137.6,20.249028110392167,1,1,0,11.237,11.516,0.473,0.026162,36.638,0.2789999999999999,11.262,11.466,0.375,0.025661,36.645,0.2039999999999988,10.978861792670443,11.316402,122.290146,0.8972255,0.82759,23.9432,1088,17.174128648749534,0.2380665543353038,0.2130665543353034,0.4962047616648607,0.1586645543353037,High,0.265,0.0,-9999.0,-9999.0,6.0,1.2348747118078849,fast
7964-1902,1-179682,0.0241526,0.167,0.167,47.0,4.453913284245392,1,1,2,9.5,9.5,0.0,0.071045,19.631,0.0,9.387,9.387,0.0,0.069347,23.918,0.0,9.42297537994592,9.760516,47.660393,1.026781,0.966832,3.68067,4240,2.24356187235859,0.2726622047293213,0.3856622047293209,0.3496868247834021,0.0121462047293205,Low,0.163,0.496,0.29114845395088196,0.027535852044820786,6.0,0.35093805089311636,slow
8080-6101,1-37908,0.026421,0.664,0.664,80.8,6.5531144664919285,1,1,0,10.172,10.234,0.134,0.033005,52.692,0.0619999999999993,10.224,10.224,0.0,0.032547,53.021,0.0,9.531854291764445,9.869395,66.07548,0.9708955,0.664268,6.02093,1168,3.601098802964511,0.0899246061908948,0.0379246061908951,0.7300703144264508,0.3925296061908945,Low,0.39,0.0,0.08365131169557571,-0.23518015444278717,2.0461,0.5564350372262212,fast
9888-6101,1-317226,0.0741617,0.202,0.202,258.0,6.802925467772636,1,1,0,11.505,11.559,0.115,0.03462,85.847,0.0539999999999984,11.515,11.554,0.083,0.054446,85.847,0.0389999999999997,10.996208172909526,11.333749,258.9268,1.002912,0.70772,6.24859,1040,9.91252013154348,0.3829470059746388,0.3729470059746391,0.8917388330651137,0.5541980059746405,High,0.406,0.136,0.6839545965194702,0.17860129475593567,5.1714,0.9961840823442597,slow
9492-12705,1-382322,0.06348,0.832,0.832,168.6,8.623523660222698,3,1,0,11.357,11.365,0.019,0.028513,49.361,0.0080000000000008,11.349,11.35,0.001,0.027468,49.461,0.0009999999999994,10.909230721419844,11.246771,116.718605,0.93503153,0.572955,8.92863,1040,10.891746190697797,-0.120213395384434,-0.1122133953844348,0.3275558831957214,-0.0099843953844354,High,0.328,0.0,0.4241856038570404,0.022793570533394814,1.33594,1.0370975124637671,fast
9505-12701,1-387106,0.045792,0.858,0.858,189.3,8.85804754758384,3,1,0,11.089,11.195,0.216,0.016363,75.212,0.1059999999999998,11.213,11.22,0.015,0.013654,75.365,0.0070000000000014,10.69515320466168,11.032694,123.473404,0.9153972,0.452877,9.65362,1040,8.242123436148377,0.0755948723621453,-0.0484051276378533,0.469441667700465,0.1319008723621464,High,0.69,0.0,0.45196864008903503,0.015111244283616543,2.06856,0.9160391143424987,fast
9485-12702,1-121612,0.0187191,0.509,0.509,81.1,6.38913260010591,1,1,0,8.924,9.664,0.818,0.048619,86.843,0.7400000000000002,9.775,9.775,0.0,0.049468,86.843,0.0,8.76504982190295,9.102591,58.884678,0.8292458,0.222456,11.1178,1168,2.5108891993913858,1.081241073187809,0.2302410731878083,1.2401912512848583,0.9026500731878082,Low,0.848,0.0,0.12416394799947739,-0.3091219961643219,0.945792,0.39982754857328895,fast
8990-6101,1-174781,0.0323144,0.064,0.064,225.3,7.930089558647428,1,1,0,11.146,11.173,0.058,0.013686,54.515,0.0269999999999992,11.131,11.159,0.058,0.013966,85.414,0.0280000000000004,10.604961138448196,10.942502,230.3862,0.97699887,0.863395,6.07898,1040,5.291972961244098,0.3679394551652335,0.382939455165234,0.908978316717038,0.571437455165235,High,0.197,0.037,0.7876518368721008,0.14514008164405823,6.0,0.7236176165410709,slow
8309-1902,1-196863,0.0411816,0.284,0.284,143.9,4.354638717049113,1,1,2,10.564,10.659,0.195,0.016122,84.023,0.0950000000000006,10.569,10.659,0.188,0.017909,83.833,0.0899999999999998,10.54015797596533,10.877699,145.63713,1.3551496,0.955023,3.05832,4288,3.664083126149903,0.3919184572118003,0.3869184572117995,0.4157604812464698,0.0782194572118006,Mid,0.044,0.0,0.6679233908653259,0.03034232370555401,4.82034,0.5639653178393422,slow
9036-3702,1-594069,0.0402913,0.192,0.192,207.6,5.77630516927413,1,1,0,11.051,11.13,0.165,0.013781,56.367,0.0790000000000006,11.035,11.111,0.159,0.015246,85.23,0.0760000000000005,10.91252600943726,11.250067,208.45757,1.3632754,0.82169,4.25971,1040,4.760311564301261,0.3300796356746813,0.3460796356746813,0.4685536262374219,0.1310126356746819,High,0.237,0.037,0.49506062269210815,0.09758667647838593,4.22474,0.6776353783987769,slow
8445-1902,1-409109,0.0252944,0.374,0.374,151.2,6.590511280935122,2,1,0,10.658,10.693,0.075,0.035268,34.935,0.0350000000000001,10.587,10.686,0.202,0.033582,37.714,0.0990000000000002,10.055840669982285,10.393381,152.14607,1.1867807,0.92112,3.44133,1040,3.471958138939653,0.3125048734722059,0.3835048734722056,0.9146642034899208,0.5771238734722057,Mid,0.14,0.37,0.8433040976524353,0.06673908233642578,5.03385,0.5405744802898482,fast
